appid,name,release_date,developer,publisher,positive_reviews,negative_reviews,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,ccu,english,categories,genres
368950,Jigoku Kisetsukan: Sense of the Seasons,2015-05-12,Emad,Emad,1653,113,"100,000 - 200,000",316,0,474,0,0.0,1,1,Single-player;Steam Achievements;Partial Controller Support,Free to Play;Indie
454650,DRAGON BALL XENOVERSE 2,2016-10-27,"QLOC, DIMPS",BANDAI NAMCO Entertainment,26017,3776,"500,000 - 1,000,000",2300,440,959,781,49.99,1151,1,Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Adventure;Casual;Massively Multiplayer
58200,Jolly Rover,2010-06-07,Brawsome,Brawsome,276,36,"100,000 - 200,000",48,0,48,0,9.99,0,1,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Indie
692530,Community Garden,2017-10-10,Somnium Space Ltd.,Somnium Space Ltd.,2,8,"200,000 - 500,000",372,0,292,0,9.99,0,1,Online Multi-Player;MMO;Online Co-op,Indie;Massively Multiplayer;Simulation;Early Access
4560,Company of Heroes - Legacy Edition,2007-07-17,Relic Entertainment,SEGA,5662,385,"2,000,000 - 5,000,000",332,0,153,0,19.99,142,1,Single-player;Multi-player;Steam Trading Cards;Steam Workshop;Steam Cloud,Violent;Action;Strategy
290080,Life is Feudal: Your Own,2015-11-17,Bitbox Ltd.,Bitbox Ltd.,7461,3819,"200,000 - 500,000",4781,0,1312,0,19.99,557,1,Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Stats,Action;Indie;RPG;Simulation
834150,Glare1more,2018-09-14,Kurenaibook,Kurenaibook,194,33,"100,000 - 200,000",0,0,0,0,7.99,1,1,Single-player,Adventure;Indie
267130,Star Swarm Stress Test,2014-01-30,Oxide Games,Stardock Entertainment,272,29,"200,000 - 500,000",0,0,0,0,0.0,2,1,Single-player,Utilities
759530,Struckd - 3D Game Creator,2018-02-02,Struckd AG,Struckd AG,205,182,"100,000 - 200,000",27,0,27,0,0.0,0,1,Single-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Includes level editor,Action;Adventure;Casual;Racing;RPG;Early Access
9200,RAGE,2011-10-03,id Software,Bethesda Softworks,11942,3596,"1,000,000 - 2,000,000",715,0,534,0,9.99,85,1,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support,Action
8890,Freedom Force vs. the Third Reich,2009-05-29,Irrational Games,2K,183,34,"100,000 - 200,000",98,0,98,0,4.99,1,1,Single-player;Multi-player,RPG;Strategy
6200,Ghost Master,2006-12-21,Sick Puppies,Strategy First,1351,174,"100,000 - 200,000",375,0,699,0,4.99,8,1,Single-player,Strategy
947310,Wonderland Trails,2018-12-19,Educational Games,Educational Games,1,3,"100,000 - 200,000",0,0,0,0,1.99,0,1,Single-player;Steam Achievements,Casual;Indie
469890,Space Codex,2016-05-17,takk,takk,282,57,"200,000 - 500,000",255,0,224,0,0.99,14,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual
368990,Despair,2015-05-12,AGC,AGC,646,1232,"200,000 - 500,000",215,0,223,0,0.99,0,1,Single-player;Steam Trading Cards,Action;Adventure;Indie
762670,Astro Joust,2018-03-28,Mutant Entertainment Studios,Mutant Entertainment Studios,2,3,"100,000 - 200,000",0,0,0,0,0.99,0,1,Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support,Action
534550,Guacamelee! 2,2018-08-21,DrinkBox Studios,DrinkBox Studios,2063,201,"100,000 - 200,000",728,0,855,0,19.99,45,1,Single-player;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie
340350,Quintet,2015-05-11,Carmine T. Guida,Carmine T. Guida,267,91,"100,000 - 200,000",27,0,28,0,0.0,0,1,Single-player;Multi-player;Online Co-op;Cross-Platform Multiplayer;Partial Controller Support,Action;Free to Play;Indie
9350,Supreme Commander,2011-09-28,Gas Powered Games,Square Enix,1889,235,"500,000 - 1,000,000",599,0,503,0,12.99,79,1,Single-player;Multi-player,Strategy
1900,Earth 2160,2006-04-01,Reality Pump Studios,"Topware Interactive, ACE",813,349,"500,000 - 1,000,000",640,0,422,0,4.99,23,1,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Trading Cards,Strategy
222420,THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,2014-12-16,"SNK CORPORATION, Code Mystics",SNK CORPORATION,1685,231,"200,000 - 500,000",308,0,308,0,14.99,62,1,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action
342610,HyperRogue,2015-01-16,Zeno Rogue,Zeno Rogue,310,19,"50,000 - 100,000",34,0,34,0,9.99,7,1,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards;Includes level editor,Indie
34190,Sonic & SEGA All-Stars Racing,2010-03-03,Sumo Digital,SEGA,1578,301,"100,000 - 200,000",76,0,39,0,9.99,16,1,Single-player,Racing
377680,Sakura Beach,2015-08-14,Winged Cloud,Winged Cloud,1047,262,"100,000 - 200,000",205,0,288,0,9.99,9,1,Single-player;Steam Trading Cards,Sexual Content;Nudity;Indie;Simulation
239160,Thief,2014-02-27,"Eidos-Montréal, Feral Interactive (Mac)","Square Enix, Feral Interactive (Mac)",15110,5356,"1,000,000 - 2,000,000",513,522,381,522,19.99,172,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure
399090,It's time to get out from the solar system,2015-09-01,WTFOMGames,WTFOMGames,12,45,"100,000 - 200,000",286,0,330,0,2.99,0,1,Single-player;Steam Trading Cards;Partial Controller Support,Action;Adventure;Casual;Indie;RPG
513570,Wooden House,2016-09-05,GDNomad,Infernal Dream,164,101,"100,000 - 200,000",241,0,262,0,0.99,4,1,Single-player;Steam Trading Cards,Gore;Action;Adventure;Indie
314410,Rampage Knights,2015-09-04,Rake in Grass,Rake in Grass,3010,235,"200,000 - 500,000",410,0,539,0,11.99,14,1,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG
585860,Bunker 58,2017-06-07,Acuze Interactives,Acuze Interactives,42,104,"100,000 - 200,000",228,0,229,0,1.99,0,1,Single-player;Steam Trading Cards,Action;Adventure;Indie
534010,Defense of Egypt: Cleopatra Mission,2016-09-29,First Games Interactive,First Games Interactive,91,37,"100,000 - 200,000",203,0,222,0,6.99,1,1,Single-player;Steam Trading Cards,Casual;Indie;Strategy
243200,The Dark Eye: Memoria,2013-08-29,Daedalic Entertainment,Daedalic Entertainment,1769,210,"200,000 - 500,000",580,0,465,0,19.99,14,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie
296490,GemCraft - Chasing Shadows,2015-04-30,Game in a Bottle,Armor Games Studios,3226,127,"200,000 - 500,000",624,0,958,0,9.99,142,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Indie;Strategy
400940,Budget Cuts,2018-06-14,Neat Corporation,Neat Corporation,1170,293,"100,000 - 200,000",145,1,245,1,29.99,10,1,Single-player;VR Support,Action;Adventure;Indie
235400,King’s Bounty: Legions,2013-12-10,Nival,Nival,682,604,"200,000 - 500,000",1560,0,3059,0,0.0,83,1,Single-player;Multi-player;Cross-Platform Multiplayer,Adventure;Free to Play;Indie;Massively Multiplayer;RPG;Strategy
2400,The Ship: Murder Party,2006-07-11,Outerlight Ltd.,Blazing Griffin,5036,830,"1,000,000 - 2,000,000",275,156,241,156,9.99,4,1,Single-player;Multi-player;Steam Trading Cards;Valve Anti-Cheat enabled,Action;Indie;RPG
35140,Batman: Arkham Asylum Game of the Year Edition,2010-03-26,Rocksteady Studios,Warner Bros. Interactive Entertainment,36250,1401,"2,000,000 - 5,000,000",596,389,324,616,19.99,465,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure
301190,Frederic: Resurrection of Music,2014-05-16,Forever Entertainment S. A.,Forever Entertainment S. A.,774,148,"100,000 - 200,000",199,0,235,0,2.99,3,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie
535230,Domina,2017-04-03,Dolphin Barn Incorporated,Dolphin Barn Incorporated,6927,866,"200,000 - 500,000",293,0,223,0,9.99,38,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie;Simulation;Strategy
8800,Civilization IV: Beyond the Sword,2007-07-24,Firaxis Games,2K,2985,111,"500,000 - 1,000,000",1785,0,1835,0,9.99,1514,1,Single-player,Strategy
209690,Fieldrunners,2012-05-24,Subatomic Studios LLC,Subatomic Studios LLC,168,98,"100,000 - 200,000",11,0,11,0,4.99,2,1,Single-player,Strategy;Indie;Casual
612170,One Eyed Kutkh,2017-03-30,Baba Yaga Games,Baba Yaga Games,98,21,"200,000 - 500,000",140,0,65,0,2.99,0,1,Single-player;Steam Achievements;Full controller support,Adventure;Indie
233290,Murdered: Soul Suspect,2014-06-05,Airtight Games,Square Enix,12206,2124,"500,000 - 1,000,000",660,19,205,19,19.99,33,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;RPG
562360,"Planes, Bullets and Vodka",2016-12-13,NukGames,NukGames,1053,183,"200,000 - 500,000",348,0,341,0,0.99,39,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Casual;Indie
398680,Ace Of Words,2016-05-13,ZeroBit Games,Ocean Media LLC,542,276,"100,000 - 200,000",356,0,370,0,4.99,0,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Casual;Indie
421700,Sakura Santa,2015-12-21,Winged Cloud,Winged Cloud,526,86,"100,000 - 200,000",170,0,170,0,9.99,1,1,Single-player;Steam Trading Cards;Steam Cloud,Sexual Content;Nudity;Adventure;Casual
416690,Oh...Sir! Prototype,2015-12-21,Vile Monarch,Good Shepherd Entertainment,775,75,"100,000 - 200,000",23,0,33,0,0.0,0,1,Multi-player,Indie
24010,Train Simulator 2022,2015-09-17,Dovetail Games,Dovetail Games - Trains,15140,7169,"500,000 - 1,000,000",2711,201,286,201,29.99,1521,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;In-App Purchases;Steam Cloud;Steam Leaderboards,Simulation
572890,Pikuniku,2019-01-24,"Arnaud De Bock, Rémi Forcadell, Alan Zucconi, Calum Bowen",Devolver Digital,4440,173,"200,000 - 500,000",238,0,227,0,12.99,28,1,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats,Action;Adventure;Casual;Indie
438030,Dead6hot,2016-02-01,Chuck Productions,New Reality Games,211,259,"200,000 - 500,000",253,0,256,0,0.99,15,1,Single-player;Shared/Split Screen;Steam Trading Cards;Partial Controller Support,Action;Casual
501320,The Shrouded Isle,2017-08-04,"Jongwoo Kim, Erica Lahaie, FX Bilodeau, Tanya Short",Kitfox Games,793,320,"200,000 - 500,000",133,0,166,0,9.99,8,1,Single-player;Steam Achievements;Steam Trading Cards,Indie;Simulation
326340,River City Super Sports Challenge ~All Stars Special~,2015-12-17,Arc System Works,"H2 Interactive Co., Ltd.",536,254,"100,000 - 200,000",177,0,342,0,19.99,4,1,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Sports
2280,Ultimate Doom,2007-08-03,id Software,id Software,10634,410,"1,000,000 - 2,000,000",126,0,46,0,4.99,63,1,Single-player;Steam Cloud,Action
589590,Kindergarten,2017-06-15,"Con Man Games, SmashGames",SmashGames,4353,211,"200,000 - 500,000",192,0,307,0,4.99,45,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Violent;Gore;Adventure;Indie
539670,Sakura Nova,2016-10-20,Winged Cloud,Winged Cloud,312,45,"50,000 - 100,000",166,0,166,0,14.99,1,1,Single-player;Steam Achievements;Steam Trading Cards,Sexual Content;Nudity;Adventure;Casual;Indie
7830,Men of War,2009-05-06,Best Way,"1C Entertainment, 1C-SoftClub",2378,294,"200,000 - 500,000",730,0,217,0,4.99,50,1,Single-player;Multi-player;Steam Cloud;Includes level editor,Strategy
702320,March of Empires,2017-12-11,Gameloft,Gameloft,716,363,"200,000 - 500,000",2213,0,2306,0,0.0,1345,1,Online Multi-Player;Steam Achievements;In-App Purchases,Free to Play;Massively Multiplayer;RPG;Strategy
409690,Pink Heaven,2015-11-03,Studio Pixel,PLAYISM,630,70,"100,000 - 200,000",80,0,80,0,0.0,0,1,Single-player;Full controller support,Action;Free to Play;Indie
423880,Carpe Diem,2015-11-30,Moonlit Works,Moonlit Works,7315,874,"200,000 - 500,000",12,0,13,0,0.0,1,1,Single-player;Steam Achievements;Steam Cloud,Casual;Free to Play;Indie
47730,Dragon Age: Origins Awakening,2010-03-18,BioWare,Electronic Arts,132,9,"100,000 - 200,000",1,0,2,0,9.99,1,1,Single-player,RPG
32500,STAR WARS: The Force Unleashed II,2010-11-23,Aspyr Studios,"LucasArts, Lucasfilm, Disney",3118,2103,"1,000,000 - 2,000,000",239,0,163,0,19.99,39,1,Single-player;Partial Controller Support;Steam Cloud,Action
423550,Day D: Tower Rush,2016-07-07,Creobit,8Floor,146,48,"100,000 - 200,000",253,0,274,0,4.99,4,1,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Strategy
570940,DARK SOULS: REMASTERED,2018-05-23,QLOC,"FromSoftware, Inc, BANDAI NAMCO Entertainment",47382,6013,"1,000,000 - 2,000,000",2053,424,1294,475,39.99,5852,1,Single-player;Multi-player;Steam Achievements;Full controller support,Action
384180,Prominence Poker,2016-12-12,Pipeworks Studios,Pipeworks Studios,4433,751,"500,000 - 1,000,000",281,0,100,0,0.0,195,1,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases,Free to Play;Massively Multiplayer;Simulation;Strategy
438490,GOD EATER 2 Rage Burst,2016-08-29,"BANDAI NAMCO Studio, SHIFT, QLOC",BANDAI NAMCO Entertainment,3076,865,"200,000 - 500,000",703,0,196,0,49.99,27,1,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;RPG
343710,Kholat,2015-06-09,IMGN.PRO,IMGN.PRO,4065,1935,"2,000,000 - 5,000,000",391,0,304,0,19.99,132,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie
580170,My Lovely Daughter,2018-03-08,GameChanger Studio,"Toge Productions, Neon Doctrine",635,252,"100,000 - 200,000",95,0,100,0,14.99,3,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Indie;Simulation
300550,Shadowrun: Dragonfall - Director's Cut,2014-09-18,Harebrained Schemes,Paradox Interactive,4865,562,"500,000 - 1,000,000",803,0,754,0,14.99,55,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Adventure;Indie;RPG;Strategy
295550,Royal Quest,2014-08-06,Katauri,1C Online Games,965,409,"500,000 - 1,000,000",1300,0,1947,0,0.0,0,1,MMO;Steam Achievements;Steam Trading Cards,Free to Play;Massively Multiplayer;RPG
70900,Star Ruler,2010-09-20,Blind Mind Studios,Blind Mind Studios,247,49,"100,000 - 200,000",230,0,456,0,7.99,0,1,Single-player;Multi-player,Indie;Strategy
673190,All-Star Fruit Racing,2018-07-13,3DClouds,PQube Limited,125,42,"100,000 - 200,000",0,0,0,0,19.99,1,1,Single-player;Multi-player;Online Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,Action;Indie;Racing;Sports
215470,Primal Carnage,2012-10-29,Lukewarm Media,Circle 5 Publishing,4499,1340,"200,000 - 500,000",256,0,115,0,4.99,5,1,Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Valve Anti-Cheat enabled,Action;Indie
356130,Heroes of Scene,2015-08-26,Icy Donut,Icy Donut,334,341,"200,000 - 500,000",26,0,40,0,0.0,0,1,Single-player;Multi-player;MMO;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,Free to Play;Indie;Massively Multiplayer;Strategy
249330,Unholy Heights,2013-10-04,Petit Depotto,PLAYISM,1270,150,"100,000 - 200,000",174,0,277,0,3.99,6,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Indie;Simulation;Strategy
569610,Distant Space,2016-12-20,PixelMouse,PixelMouse,228,62,"100,000 - 200,000",301,0,410,0,0.99,11,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Casual;Indie
601150,Devil May Cry 5,2019-03-07,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",66308,3859,"2,000,000 - 5,000,000",1332,128,761,201,29.99,1311,1,Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action
314280,The Forgotten Ones,2014-07-17,Bernt Andreas Eide,Bernt Andreas Eide,949,616,"200,000 - 500,000",83,0,102,0,0.0,1,1,Single-player;Steam Achievements;Captions available;Partial Controller Support;Includes level editor;Includes Source SDK,Action;Adventure;Free to Play;Indie
461950,Beat Cop,2017-03-30,Pixel Crow,11 bit studios,3103,650,"200,000 - 500,000",183,0,129,0,14.99,15,1,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;Simulation
1046030,ISLANDERS,2019-04-04,GrizzlyGames,GrizzlyGames,12732,648,"200,000 - 500,000",132,0,58,0,4.99,100,1,Single-player;Steam Achievements;Steam Leaderboards,Casual;Indie;Strategy
63000,HOARD,2011-04-04,"Big Sandwich Games, Stratecade LLC",Stratecade LLC,766,181,"200,000 - 500,000",64,0,58,0,9.99,4,1,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Cloud;Valve Anti-Cheat enabled;Stats;Steam Leaderboards,Action;Casual;Indie;Strategy
65800,Dungeon Defenders,2011-10-18,Trendy Entertainment,Trendy Entertainment,13974,1071,"2,000,000 - 5,000,000",2819,0,973,0,14.99,244,1,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards,Action;Indie;RPG;Strategy
907270,eSports Legend,2018-10-15,90Games,Coconut Island Games,714,413,"100,000 - 200,000",997,0,1503,0,9.99,20,1,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Simulation;Strategy
284160,BeamNG.drive,2015-05-29,BeamNG,BeamNG,97205,3472,"2,000,000 - 5,000,000",8080,195,1583,203,24.99,8910,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Includes level editor,Racing;Simulation;Early Access
290300,Rebel Galaxy,2015-10-20,Double Damage Games,Double Damage Games,6202,1074,"500,000 - 1,000,000",432,0,408,0,19.99,58,1,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Indie;RPG;Simulation
395910,Get Rich or Die Gaming,2015-09-02,Baller Industries,Baller Industries,5,25,"100,000 - 200,000",0,0,0,0,2.99,0,1,Single-player,Adventure
423580,Project Highrise,2016-09-08,SomaSim,Kasedo Games,2979,563,"200,000 - 500,000",826,873,756,873,19.99,85,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Simulation;Strategy
208650,Batman: Arkham Knight,2015-06-23,Rocksteady Studios,Warner Bros. Interactive Entertainment,63790,14084,"2,000,000 - 5,000,000",1607,389,1250,426,19.99,1644,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure
